time;100m_ucomponent_wind;100m_vcomponent_wind;velocità;direzione (RAD);direzione(gradi);potenza prodotta(W);capacity factor
2019-01-05 16:00:00;5,588013;-5,12103;7,579633075;-0,741819354;-42,50311814;471960,4082;0,314640272
2019-01-05 17:00:00;5,437218;-5,2178326;7,535855401;-0,764811269;-43,82045781;463829,8463;0,309219898
2019-01-05 18:00:00;5,748455;-6,5366335;8,704729312;-0,849467685;-48,67091317;714869,6067;0,476579738
2019-01-05 19:00:00;6,1495605;-6,985297;9,306528274;-0,848939882;-48,64067231;873623,1317;0,582415421
2019-01-05 20:00:00;6,4181485;-6,240787;8,952097662;-0,771388305;-44,19729423;777562,7654;0,518375177
2019-01-05 21:00:00;6,9035363;-5,362493;8,741575637;-0,66041793;-37,83916011;723986,0205;0,482657347
2019-01-05 22:00:00;7,1264286;-4,851288;8,620961655;-0,597686624;-34,24492104;694429,4996;0,462953
2019-01-05 23:00:00;6,890843;-6,929282;9,772341904;-0,788179535;-45,15936084;1011479,257;0,674319505
2019-01-06 00:00:00;7,335613;-8,025655;10,87301045;-0,830288886;-47,57204894;1393190,286;0,928793524
2019-01-06 01:00:00;7,376739;-8,750043;11,44462891;-0,87034994;-49,86737828;1624673,762;1,083115841
2019-01-06 02:00:00;6,8009753;-9,330316;11,54591104;-0,940928983;-53,91125954;1668190,494;1,112126996
2019-01-06 03:00:00;6,0297365;-10,026969;11,70033459;-1,029383402;-58,97932441;1736024,562;1,157349708
2019-01-06 04:00:00;4,9345675;-9,458117;10,66798639;-1,089917543;-62,44767525;1315856,046;0,877237364
2019-01-06 05:00:00;4,2496424;-8,514563;9,516156977;-1,10786672;-63,4760873;933997,7151;0,622665143
2019-01-06 06:00:00;3,7551153;-7,8940463;8,741673633;-1,126785533;-64,56005547;724010,369;0,482673579
2019-01-06 07:00:00;3,5697944;-6,3381333;7,274294865;-1,057856382;-60,61070605;417189,8419;0,278126561
2019-01-06 08:00:00;3,3291314;-4,714241;5,771237656;-0,955930681;-54,77079355;208337,7154;0,13889181
2019-01-06 09:00:00;3,370765;-3,5977473;4,930095569;-0,817959213;-46,86561074;129875,4411;0,086583627
2019-01-06 10:00:00;2,6645157;-5,6072187;6,20810321;-1,127189859;-64,58322161;259321,0711;0,172880714
2019-01-06 11:00:00;2,2187304;-5,43156;5,867248812;-1,182993668;-67,78054439;218909,4644;0,145939643
2019-01-06 12:00:00;3,379904;-4,90404;5,955951592;-0,967350041;-55,42507466;228988,9361;0,152659291
2019-01-06 13:00:00;3,1240094;-5,920468;6,694129971;-1,085264341;-62,18106638;325119,8172;0,216746545
2019-01-06 14:00:00;2,0212245;-8,076776;8,325842842;-1,325581066;-75,95020049;625526,4066;0,417017604
2019-01-06 15:00:00;1,1611333;-8,084389;8,167348165;-1,428145286;-81,82669743;590478,6913;0,393652461
2019-01-06 16:00:00;0,97632045;-6,75308;6,823290343;-1,427217062;-81,7735141;344304,4029;0,229536269
2019-01-06 17:00:00;0,03194648;-7,2550397;7,255110035;-1,566393005;-89,74770825;413897,7182;0,275931812
2019-01-06 18:00:00;-0,66465616;-8,733185;8,75844096;-1,646756851;-94,35221746;728184,519;0,485456346
2019-01-06 19:00:00;-2,159915;-8,845215;9,105111817;-1,810299532;-103,7225228;818119,741;0,545413161
2019-01-06 20:00:00;-3,4632525;-9,274844;9,900345908;-1,928165957;-110,4757715;1051749,048;0,701166032
2019-01-06 21:00:00;-3,700869;-10,1553135;10,80864578;-1,920265328;-110,0230988;1368594,766;0,912396511
2019-01-06 22:00:00;-3,277424;-8,605383;9,20837253;-1,934692358;-110,8497068;846271,3984;0,564180932
2019-01-06 23:00:00;-1,9446383;-6,929282;7,196983198;-1,844399018;-105,6762795;404028,9527;0,269352635
2019-01-07 00:00:00;-1,0088956;-6,538809;6,616184208;-1,72388261;-98,77119792;313894,558;0,209263039
2019-01-07 01:00:00;-1,8380153;-7,8478203;8,060185091;-1,800856759;-103,1814918;567539,4645;0,378359643
2019-01-07 02:00:00;-1,9862719;-7,554149;7,810918203;-1,827914263;-104,7317726;516496,3906;0,344330927
2019-01-07 03:00:00;-1,7694721;-7,8668547;8,063400919;-1,792041778;-102,6764306;568219,041;0,378812694
2019-01-07 04:00:00;-2,1817472;-8,801164;9,067552514;-1,813790977;-103,9225679;808037,0226;0,538691348
2019-01-07 05:00:00;-2,7356782;-9,396664;9,78678852;-1,854098462;-106,2320167;1015971,752;0,677314501
2019-01-07 06:00:00;-2,2700918;-9,336298;9,608318122;-1,809314674;-103,6660946;961397,8408;0,640931894
2019-01-07 07:00:00;-1,1845696;-9,060029;9,137140177;-1,700805628;-97,44898424;826783,659;0,551189106
2019-01-07 08:00:00;-0,34377214;-9,307474;9,313820459;-1,607714608;-92,11526171;875678,3388;0,583785559
2019-01-07 09:00:00;0,58029264;-9,976392;9,993254569;-1,51269521;-86,6710512;1081637,844;0,721091896
2019-01-07 10:00:00;3,0828834;-8,550456;9,089250127;-1,224752227;-70,17313355;813851,5335;0,542567689
2019-01-07 11:00:00;4,541586;-8,635838;9,757238408;-1,086644159;-62,26012416;1006796,672;0,671197781
2019-01-07 12:00:00;4,528385;-11,014573;11,9091179;-1,180734923;-67,65112783;1830626,755;1,220417837
2019-01-07 13:00:00;3,7718704;-11,778118;12,36733884;-1,260872157;-72,24265308;2050169,651;1,366779768
