time;P;G(i);H_sun;T2m;WS10m;Int;capacity factor
20191019:2310;0;0;0;0;0;0;0
20191020:0010;0;0;0;0;0;0;0
20191020:0110;0;0;0;0;0;0;0
20191020:0210;0;0;0;0;0;0;0
20191020:0310;0;0;0;0;0;0;0
20191020:0410;0;0;0;0;0;0;0
20191020:0510;0;0;0;0;0;0;0
20191020:0610;136740;176,1;8,85;0;0;0;0,13674
20191020:0710;372720;434,69;18,65;0;0;0;0,37272
20191020:0810;537720;631,75;27,11;0;0;0;0,53772
20191020:0910;689030;831,38;33,53;0;0;0;0,68903
20191020:1010;752770;922,11;37,11;0;0;0;0,75277
20191020:1110;749900;918,11;37,23;0;0;0;0,7499
20191020:1210;690840;834,09;33,87;0;0;0;0,69084
20191020:1310;578040;682,99;27,61;0;0;0;0,57804
20191020:1410;400500;467,16;19,26;0;0;0;0,4005
20191020:1510;164660;207,5;9,54;0;0;0;0,16466
20191020:1610;0;0;0;0;0;0;0
20191020:1710;0;0;0;0;0;0;0
20191020:1810;0;0;0;0;0;0;0
20191020:1910;0;0;0;0;0;0;0
20191020:2010;0;0;0;0;0;0;0
20191020:2110;0;0;0;0;0;0;0
20191020:2210;0;0;0;0;0;0;0
20191020:2310;0;0;0;0;0;0;0
20191021:0010;0;0;0;0;0;0;0
20191021:0110;0;0;0;0;0;0;0
20191021:0210;0;0;0;0;0;0;0
20191021:0310;0;0;0;0;0;0;0
20191021:0410;0;0;0;0;0;0;0
20191021:0510;0;0;0;0;0;0;0
20191021:0610;124810;161,98;8,62;0;0;0;0,12481
20191021:0710;365850;426,62;18,39;0;0;0;0,36585
20191021:0810;521740;611,75;26,82;0;0;0;0,52174
20191021:0910;676510;814,28;33,2;0;0;0;0,67651
20191021:1010;746080;912,56;36,75;0;0;0;0,74608
20191021:1110;742860;908,11;36,87;0;0;0;0,74286
20191021:1210;687760;829,76;33,52;0;0;0;0,68776
20191021:1310;565590;667,08;27,28;0;0;0;0,56559
20191021:1410;388740;453,21;18,96;0;0;0;0,38874
20191021:1510;152930;193,87;9,26;0;0;0;0,15293
20191021:1610;0;0;0;0;0;0;0
20191021:1710;0;0;0;0;0;0;0
20191021:1810;0;0;0;0;0;0;0
20191021:1910;0;0;0;0;0;0;0
20191021:2010;0;0;0;0;0;0;0
20191021:2110;0;0;0;0;0;0;0
20191021:2210;0;0;0;0;0;0;0
20191021:2310;0;0;0;0;0;0;0
20191022:0010;0;0;0;0;0;0;0
20191022:0110;0;0;0;0;0;0;0
20191022:0210;0;0;0;0;0;0;0
20191022:0310;0;0;0;0;0;0;0
20191022:0410;0;0;0;0;0;0;0
20191022:0510;0;0;0;0;0;0;0
20191022:0610;43260;64,92;8,38;0;0;0;0,04326
20191022:0710;131000;162,03;18,13;0;0;0;0,131
20191022:0810;291750;339,85;26,53;0;0;0;0,29175
20191022:0910;606850;721,7;32,88;0;0;0;0,60685
20191022:1010;745070;911,36;36,41;0;0;0;0,74507
20191022:1110;740880;905,45;36,51;0;0;0;0,74088
20191022:1210;681690;821,66;33,17;0;0;0;0,68169
20191022:1310;540630;635,59;26,96;0;0;0;0,54063
20191022:1410;342940;399,58;18,66;0;0;0;0,34294
20191022:1510;127310;163,82;8,98;0;0;0;0,12731
20191022:1610;0;0;0;0;0;0;0
20191022:1710;0;0;0;0;0;0;0
20191022:1810;0;0;0;0;0;0;0
20191022:1910;0;0;0;0;0;0;0
20191022:2010;0;0;0;0;0;0;0
20191022:2110;0;0;0;0;0;0;0
20191022:2210;0;0;0;0;0;0;0
20191022:2310;0;0;0;0;0;0;0
20191023:0010;0;0;0;0;0;0;0
20191023:0110;0;0;0;0;0;0;0
20191023:0210;0;0;0;0;0;0;0
20191023:0310;0;0;0;0;0;0;0
20191023:0410;0;0;0;0;0;0;0
20191023:0510;0;0;0;0;0;0;0
20191023:0610;23750;40,68;8,15;0;0;0;0,02375
20191023:0710;126040;156,56;17,87;0;0;0;0,12604
20191023:0810;296760;345,47;26,24;0;0;0;0,29676
20191023:0910;547360;645,1;32,56;0;0;0;0,54736
20191023:1010;745930;912,38;36,06;0;0;0;0,74593
20191023:1110;736720;899,37;36,15;0;0;0;0,73672
20191023:1210;682300;822,33;32,83;0;0;0;0,6823
20191023:1310;563480;664,39;26,64;0;0;0;0,56348
20191023:1410;356930;415,9;18,36;0;0;0;0,35693
20191023:1510;147670;188,09;8,7;0;0;0;0,14767
20191023:1610;0;0;0;0;0;0;0
20191023:1710;0;0;0;0;0;0;0
20191023:1810;0;0;0;0;0;0;0
20191023:1910;0;0;0;0;0;0;0
20191023:2010;0;0;0;0;0;0;0
20191023:2110;0;0;0;0;0;0;0
20191023:2210;0;0;0;0;0;0;0
20191023:2310;0;0;0;0;0;0;0
20191024:0010;0;0;0;0;0;0;0
20191024:0110;0;0;0;0;0;0;0
20191024:0210;0;0;0;0;0;0;0
20191024:0310;0;0;0;0;0;0;0
20191024:0410;0;0;0;0;0;0;0
20191024:0510;0;0;0;0;0;0;0
20191024:0610;54850;79,08;7,92;0;0;0;0,05485
20191024:0710;172620;207,75;17,61;0;0;0;0,17262
20191024:0810;302790;352,28;25,95;0;0;0;0,30279
20191024:0910;573160;678,03;32,24;0;0;0;0,57316
20191024:1010;746340;913,21;35,71;0;0;0;0,74634
20191024:1110;508660;597,59;35,8;0;0;0;0,50866
20191024:1210;655950;786,85;32,49;0;0;0;0,65595
20191024:1310;534800;628,3;26,32;0;0;0;0,5348
20191024:1410;373790;435,76;18,07;0;0;0;0,37379
20191024:1510;157780;200,38;8,43;0;0;0;0,15778
20191024:1610;0;0;0;0;0;0;0
20191024:1710;0;0;0;0;0;0;0
20191024:1810;0;0;0;0;0;0;0
20191024:1910;0;0;0;0;0;0;0
20191024:2010;0;0;0;0;0;0;0
20191024:2110;0;0;0;0;0;0;0
20191024:2210;0;0;0;0;0;0;0
20191024:2310;0;0;0;0;0;0;0
20191025:0010;0;0;0;0;0;0;0
20191025:0110;0;0;0;0;0;0;0
20191025:0210;0;0;0;0;0;0;0
20191025:0310;0;0;0;0;0;0;0
20191025:0410;0;0;0;0;0;0;0
20191025:0510;0;0;0;0;0;0;0
20191025:0610;84900;115,25;7,68;0;0;0;0,0849
20191025:0710;267940;313,85;17,35;0;0;0;0,26794
20191025:0810;349170;404,98;25,66;0;0;0;0,34917
20191025:0910;557760;657,85;31,92;0;0;0;0,55776
20191025:1010;673730;811,46;35,37;0;0;0;0,67373
20191025:1110;670060;806,56;35,46;0;0;0;0,67006
20191025:1210;617270;734,85;32,15;0;0;0;0,61727
20191025:1310;498730;582,99;26,01;0;0;0;0,49873
20191025:1410;331760;386,61;17,79;0;0;0;0,33176
20191025:1510;125390;162,27;8,16;0;0;0;0,12539
20191025:1610;0;0;0;0;0;0;0
20191025:1710;0;0;0;0;0;0;0
20191025:1810;0;0;0;0;0;0;0
20191025:1910;0;0;0;0;0;0;0
20191025:2010;0;0;0;0;0;0;0
20191025:2110;0;0;0;0;0;0;0
20191025:2210;0;0;0;0;0;0;0
20191025:2310;0;0;0;0;0;0;0
20191026:0010;0;0;0;0;0;0;0
20191026:0110;0;0;0;0;0;0;0
20191026:0210;0;0;0;0;0;0;0
20191026:0310;0;0;0;0;0;0;0
20191026:0410;0;0;0;0;0;0;0
20191026:0510;0;0;0;0;0;0;0
20191026:0610;67170;94,16;7,45;0;0;0;0,06717
20191026:0710;218590;258,57;17,09;0;0;0;0,21859
20191026:0810;492060;574,94;25,37;0;0;0;0,49206
20191026:0910;581800;688,93;31,6;0;0;0;0,5818
20191026:1010;665330;800,54;35,03;0;0;0;0,66533
20191026:1110;701140;849,59;35,11;0;0;0;0,70114
20191026:1210;506980;594,41;31,82;0;0;0;0,50698
20191026:1310;490820;573,5;25,7;0;0;0;0,49082
20191026:1410;334730;390,17;17,5;0;0;0;0,33473
20191026:1510;126490;163,76;7,9;0;0;0;0,12649
20191026:1610;0;0;0;0;0;0;0
20191026:1710;0;0;0;0;0;0;0
20191026:1810;0;0;0;0;0;0;0
20191026:1910;0;0;0;0;0;0;0
20191026:2010;0;0;0;0;0;0;0
20191026:2110;0;0;0;0;0;0;0
20191026:2210;0;0;0;0;0;0;0
20191026:2310;0;0;0;0;0;0;0
20191027:0010;0;0;0;0;0;0;0
20191027:0110;0;0;0;0;0;0;0
20191027:0210;0;0;0;0;0;0;0
20191027:0310;0;0;0;0;0;0;0
20191027:0410;0;0;0;0;0;0;0
20191027:0510;0;0;0;0;0;0;0
20191027:0610;86010;116,8;7,21;0;0;0;0,08601
20191027:0710;360600;420,66;16,84;0;0;0;0,3606
20191027:0810;560190;660,19;25,08;0;0;0;0,56019
20191027:0910;688990;831,34;31,29;0;0;0;0,68899
20191027:1010;753560;923,29;34,7;0;0;0;0,75356
20191027:1110;745140;911,45;34,77;0;0;0;0,74514
20191027:1210;683160;823,55;31,5;0;0;0;0,68316
20191027:1310;563350;664,32;25,4;0;0;0;0,56335
20191027:1410;374740;437,05;17,22;0;0;0;0,37474
20191027:1510;133110;171,72;7,64;0;0;0;0,13311
20191027:1610;0;0;0;0;0;0;0
20191027:1710;0;0;0;0;0;0;0
20191027:1810;0;0;0;0;0;0;0
20191027:1910;0;0;0;0;0;0;0
20191027:2010;0;0;0;0;0;0;0
20191027:2110;0;0;0;0;0;0;0
20191027:2210;0;0;0;0;0;0;0
20191027:2310;0;0;0;0;0;0;0
20191028:0010;0;0;0;0;0;0;0
20191028:0110;0;0;0;0;0;0;0
20191028:0210;0;0;0;0;0;0;0
20191028:0310;0;0;0;0;0;0;0
20191028:0410;0;0;0;0;0;0;0
20191028:0510;0;0;0;0;0;0;0
20191028:0610;122670;160,57;6,98;0;0;0;0,12267
20191028:0710;375740;438,56;16,58;0;0;0;0,37574
20191028:0810;571080;674,1;24,8;0;0;0;0,57108
20191028:0910;690850;833,95;30,97;0;0;0;0,69085
20191028:1010;760720;933,58;34,36;0;0;0;0,76072
20191028:1110;752120;921,46;34,43;0;0;0;0,75212
20191028:1210;690310;833,41;31,17;0;0;0;0,69031
20191028:1310;564110;665,3;25,1;0;0;0;0,56411
20191028:1410;367960;429,09;16,95;0;0;0;0,36796
20191028:1510;121950;158,76;7,39;0;0;0;0,12195
20191028:1610;0;0;0;0;0;0;0
20191028:1710;0;0;0;0;0;0;0
20191028:1810;0;0;0;0;0;0;0
20191028:1910;0;0;0;0;0;0;0
20191028:2010;0;0;0;0;0;0;0
20191028:2110;0;0;0;0;0;0;0
20191028:2210;0;0;0;0;0;0;0
20191028:2310;0;0;0;0;0;0;0
20191029:0010;0;0;0;0;0;0;0
20191029:0110;0;0;0;0;0;0;0
20191029:0210;0;0;0;0;0;0;0
20191029:0310;0;0;0;0;0;0;0
20191029:0410;0;0;0;0;0;0;0
20191029:0510;0;0;0;0;0;0;0
20191029:0610;103040;137,39;6,74;0;0;0;0,10304
20191029:0710;362000;422,33;16,32;0;0;0;0,362
20191029:0810;552500;650,19;24,51;0;0;0;0,5525
20191029:0910;677520;815,34;30,66;0;0;0;0,67752
20191029:1010;736770;899,03;34,03;0;0;0;0,73677
20191029:1110;732350;892,83;34,1;0;0;0;0,73235
20191029:1210;654590;784,54;30,85;0;0;0;0,65459
20191029:1310;511850;599,32;24,8;0;0;0;0,51185
20191029:1410;340490;396,96;16,68;0;0;0;0,34049
20191029:1510;66290;92,97;7,14;0;0;0;0,06629
20191029:1610;0;0;0;0;0;0;0
20191029:1710;0;0;0;0;0;0;0
20191029:1810;0;0;0;0;0;0;0
20191029:1910;0;0;0;0;0;0;0
20191029:2010;0;0;0;0;0;0;0
20191029:2110;0;0;0;0;0;0;0
20191029:2210;0;0;0;0;0;0;0
20191029:2310;0;0;0;0;0;0;0
20191030:0010;0;0;0;0;0;0;0
20191030:0110;0;0;0;0;0;0;0
20191030:0210;0;0;0;0;0;0;0
20191030:0310;0;0;0;0;0;0;0
20191030:0410;0;0;0;0;0;0;0
20191030:0510;0;0;0;0;0;0;0
20191030:0610;86900;118,34;6,51;0;0;0;0,0869
20191030:0710;320630;374,11;16,06;0;0;0;0,32063
20191030:0810;486850;568,11;24,23;0;0;0;0,48685
20191030:0910;626280;746,24;30,35;0;0;0;0,62628
20191030:1010;599280;712;33,71;0;0;0;0,59928
20191030:1110;589770;699,68;33,77;0;0;0;0,58977
20191030:1210;538500;633,23;30,54;0;0;0;0,5385
20191030:1310;374250;433,78;24,51;0;0;0;0,37425
20191030:1410;223930;264,38;16,41;0;0;0;0,22393
20191030:1510;55270;79,97;6,9;0;0;0;0,05527
20191030:1610;0;0;0;0;0;0;0
20191030:1710;0;0;0;0;0;0;0
20191030:1810;0;0;0;0;0;0;0
20191030:1910;0;0;0;0;0;0;0
20191030:2010;0;0;0;0;0;0;0
20191030:2110;0;0;0;0;0;0;0
20191030:2210;0;0;0;0;0;0;0
20191030:2310;0;0;0;0;0;0;0
20191031:0010;0;0;0;0;0;0;0
20191031:0110;0;0;0;0;0;0;0
20191031:0210;0;0;0;0;0;0;0
20191031:0310;0;0;0;0;0;0;0
20191031:0410;0;0;0;0;0;0;0
20191031:0510;0;0;0;0;0;0;0
20191031:0610;32730;52,63;6,27;0;0;0;0,03273
20191031:0710;231930;273,4;15,81;0;0;0;0,23193
20191031:0810;526700;617,26;23,95;0;0;0;0,5267
20191031:0910;651400;779,34;30,04;0;0;0;0,6514
20191031:1010;700010;846,84;33,38;0;0;0;0,70001
20191031:1110;706670;856,04;33,45;0;0;0;0,70667
20191031:1210;629380;750,24;30,23;0;0;0;0,62938
20191031:1310;482940;563,32;24,23;0;0;0;0,48294
20191031:1410;311990;363,95;16,15;0;0;0;0,31199
20191031:1510;76680;105,75;6,66;0;0;0;0,07668
20191031:1610;0;0;0;0;0;0;0
20191031:1710;0;0;0;0;0;0;0
20191031:1810;0;0;0;0;0;0;0
20191031:1910;0;0;0;0;0;0;0
20191031:2010;0;0;0;0;0;0;0
20191031:2110;0;0;0;0;0;0;0
20191031:2210;0;0;0;0;0;0;0
20191031:2310;0;0;0;0;0;0;0
20191101:0010;0;0;0;0;0;0;0
20191101:0110;0;0;0;0;0;0;0
20191101:0210;0;0;0;0;0;0;0
20191101:0310;0;0;0;0;0;0;0
20191101:0410;0;0;0;0;0;0;0
20191101:0510;0;0;0;0;0;0;0
20191101:0610;9780;22,17;6,04;0;0;0;0,00978
20191101:0710;124030;154,24;15,55;0;0;0;0,12403
20191101:0810;211000;249,52;23,67;0;0;0;0,211
20191101:0910;236390;278,3;29,74;0;0;0;0,23639
20191101:1010;173840;209,72;33,06;0;0;0;0,17384
20191101:1110;259000;303,91;33,12;0;0;0;0,259
20191101:1210;349360;405,65;29,92;0;0;0;0,34936
20191101:1310;224980;264,97;23,94;0;0;0;0,22498
20191101:1410;23110;39,72;15,9;0;0;0;0,02311
20191101:1510;26990;45,16;6,42;0;0;0;0,02699
20191101:1610;0;0;0;0;0;0;0
20191101:1710;0;0;0;0;0;0;0
20191101:1810;0;0;0;0;0;0;0
20191101:1910;0;0;0;0;0;0;0
20191101:2010;0;0;0;0;0;0;0
20191101:2110;0;0;0;0;0;0;0
20191101:2210;0;0;0;0;0;0;0
20191101:2310;0;0;0;0;0;0;0
20191102:0010;0;0;0;0;0;0;0
20191102:0110;0;0;0;0;0;0;0
20191102:0210;0;0;0;0;0;0;0
20191102:0310;0;0;0;0;0;0;0
20191102:0410;0;0;0;0;0;0;0
20191102:0510;0;0;0;0;0;0;0
20191102:0610;91070;123,97;5,8;0;0;0;0,09107
20191102:0710;308060;359,69;15,3;0;0;0;0,30806
20191102:0810;467340;544,07;23,39;0;0;0;0,46734
20191102:0910;435430;506,43;29,44;0;0;0;0,43543
20191102:1010;239850;282,54;32,74;0;0;0;0,23985
20191102:1110;200340;238,87;32,81;0;0;0;0,20034
20191102:1210;471480;549,96;29,62;0;0;0;0,47148
20191102:1310;314380;364,83;23,67;0;0;0;0,31438
20191102:1410;187280;223,72;15,64;0;0;0;0,18728
20191102:1510;80200;110,25;6,2;0;0;0;0,0802
20191102:1610;0;0;0;0;0;0;0
20191102:1710;0;0;0;0;0;0;0
20191102:1810;0;0;0;0;0;0;0
20191102:1910;0;0;0;0;0;0;0
20191102:2010;0;0;0;0;0;0;0
20191102:2110;0;0;0;0;0;0;0
20191102:2210;0;0;0;0;0;0;0
20191102:2310;0;0;0;0;0;0;0
20191103:0010;0;0;0;0;0;0;0
20191103:0110;0;0;0;0;0;0;0
20191103:0210;0;0;0;0;0;0;0
20191103:0310;0;0;0;0;0;0;0
20191103:0410;0;0;0;0;0;0;0
20191103:0510;0;0;0;0;0;0;0
20191103:0610;380;6,47;5,57;0;0;0;0,00038
20191103:0710;17300;32,33;15,04;0;0;0;0,0173
20191103:0810;100890;129,01;23,11;0;0;0;0,10089
20191103:0910;48640;70,2;29,14;0;0;0;0,04864
20191103:1010;340630;396,09;32,43;0;0;0;0,34063
20191103:1110;331450;385,58;32,49;0;0;0;0,33145
20191103:1210;603920;716,56;29,32;0;0;0;0,60392
20191103:1310;71320;96,07;23,4;0;0;0;0,07132
20191103:1410;90880;117,69;15,4;0;0;0;0,09088
20191103:1510;87270;118,82;5,97;0;0;0;0,08727
20191103:1610;0;0;0;0;0;0;0
20191103:1710;0;0;0;0;0;0;0
20191103:1810;0;0;0;0;0;0;0
20191103:1910;0;0;0;0;0;0;0
20191103:2010;0;0;0;0;0;0;0
20191103:2110;0;0;0;0;0;0;0
20191103:2210;0;0;0;0;0;0;0
20191103:2310;0;0;0;0;0;0;0
20191104:0010;0;0;0;0;0;0;0
20191104:0110;0;0;0;0;0;0;0
20191104:0210;0;0;0;0;0;0;0
20191104:0310;0;0;0;0;0;0;0
20191104:0410;0;0;0;0;0;0;0
20191104:0510;0;0;0;0;0;0;0
20191104:0610;54740;80,55;5,34;0;0;0;0,05474
20191104:0710;354330;413,6;14,79;0;0;0;0,35433
20191104:0810;547880;644,05;22,83;0;0;0;0,54788
20191104:0910;679660;817,67;28,84;0;0;0;0,67966
20191104:1010;728370;886,55;32,12;0;0;0;0,72837
20191104:1110;729600;888,25;32,19;0;0;0;0,7296
20191104:1210;673690;809,7;29,03;0;0;0;0,67369
20191104:1310;551500;648,71;23,13;0;0;0;0,5515
20191104:1410;358730;418,46;15,16;0;0;0;0,35873
20191104:1510;101860;136,26;5,75;0;0;0;0,10186
20191104:1610;0;0;0;0;0;0;0
20191104:1710;0;0;0;0;0;0;0
20191104:1810;0;0;0;0;0;0;0
20191104:1910;0;0;0;0;0;0;0
20191104:2010;0;0;0;0;0;0;0
20191104:2110;0;0;0;0;0;0;0
20191104:2210;0;0;0;0;0;0;0
20191104:2310;0;0;0;0;0;0;0
20191105:0010;0;0;0;0;0;0;0
20191105:0110;0;0;0;0;0;0;0
20191105:0210;0;0;0;0;0;0;0
20191105:0310;0;0;0;0;0;0;0
20191105:0410;0;0;0;0;0;0;0
20191105:0510;0;0;0;0;0;0;0
20191105:0610;51040;76,19;5,11;0;0;0;0,05104
20191105:0710;334840;390,82;14,54;0;0;0;0,33484
20191105:0810;503010;587,64;22,56;0;0;0;0,50301
20191105:0910;200660;238,74;28,54;0;0;0;0,20066
20191105:1010;652720;782,05;31,81;0;0;0;0,65272
20191105:1110;691800;835,1;31,88;0;0;0;0,6918
20191105:1210;577810;682,71;28,75;0;0;0;0,57781
20191105:1310;90620;117,63;22,87;0;0;0;0,09062
20191105:1410;30630;48,96;14,92;0;0;0;0,03063
20191105:1510;27040;45,61;5,54;0;0;0;0,02704
20191105:1610;0;0;0;0;0;0;0
20191105:1710;0;0;0;0;0;0;0
20191105:1810;0;0;0;0;0;0;0
20191105:1910;0;0;0;0;0;0;0
20191105:2010;0;0;0;0;0;0;0
20191105:2110;0;0;0;0;0;0;0
20191105:2210;0;0;0;0;0;0;0
20191105:2310;0;0;0;0;0;0;0
20191106:0010;0;0;0;0;0;0;0
20191106:0110;0;0;0;0;0;0;0
20191106:0210;0;0;0;0;0;0;0
20191106:0310;0;0;0;0;0;0;0
20191106:0410;0;0;0;0;0;0;0
20191106:0510;0;0;0;0;0;0;0
20191106:0610;3190;12,01;4,88;0;0;0;0,00319
20191106:0710;7860;19,4;14,29;0;0;0;0,00786
20191106:0810;63160;86,83;22,29;0;0;0;0,06316
20191106:0910;47050;68,36;28,25;0;0;0;0,04705
20191106:1010;59100;82,21;31,51;0;0;0;0,0591
20191106:1110;160500;194,98;31,58;0;0;0;0,1605
20191106:1210;119600;149,86;28,46;0;0;0;0,1196
20191106:1310;64790;88,68;22,61;0;0;0;0,06479
20191106:1410;54890;77,36;14,69;0;0;0;0,05489
20191106:1510;13890;28,09;5,33;0;0;0;0,01389
20191106:1610;0;0;0;0;0;0;0
20191106:1710;0;0;0;0;0;0;0
20191106:1810;0;0;0;0;0;0;0
20191106:1910;0;0;0;0;0;0;0
20191106:2010;0;0;0;0;0;0;0
20191106:2110;0;0;0;0;0;0;0
20191106:2210;0;0;0;0;0;0;0
20191106:2310;0;0;0;0;0;0;0
20191107:0010;0;0;0;0;0;0;0
20191107:0110;0;0;0;0;0;0;0
20191107:0210;0;0;0;0;0;0;0
20191107:0310;0;0;0;0;0;0;0
20191107:0410;0;0;0;0;0;0;0
20191107:0510;0;0;0;0;0;0;0
20191107:0610;12100;25,73;4,65;0;0;0;0,0121
20191107:0710;201130;239,24;14,04;0;0;0;0,20113
20191107:0810;318280;369,13;22,02;0;0;0;0,31828
20191107:0910;395380;458,93;27,96;0;0;0;0,39538
20191107:1010;534340;628,49;31,21;0;0;0;0,53434
20191107:1110;342540;398,24;31,29;0;0;0;0,34254
20191107:1210;437180;508,51;28,19;0;0;0;0,43718
20191107:1310;259400;302,94;22,36;0;0;0;0,2594
20191107:1410;186870;223,31;14,46;0;0;0;0,18687
20191107:1510;56480;82,55;5,13;0;0;0;0,05648
20191107:1610;0;0;0;0;0;0;0
20191107:1710;0;0;0;0;0;0;0
20191107:1810;0;0;0;0;0;0;0
20191107:1910;0;0;0;0;0;0;0
20191107:2010;0;0;0;0;0;0;0
20191107:2110;0;0;0;0;0;0;0
20191107:2210;0;0;0;0;0;0;0
20191107:2310;0;0;0;0;0;0;0
20191108:0010;0;0;0;0;0;0;0
20191108:0110;0;0;0;0;0;0;0
20191108:0210;0;0;0;0;0;0;0
20191108:0310;0;0;0;0;0;0;0
20191108:0410;0;0;0;0;0;0;0
20191108:0510;0;0;0;0;0;0;0
20191108:0610;31840;52,51;4,42;0;0;0;0,03184
20191108:0710;143570;175,69;13,79;0;0;0;0,14357
20191108:0810;526780;617,24;21,75;0;0;0;0,52678
20191108:0910;653960;782,41;27,68;0;0;0;0,65396
20191108:1010;494080;578,11;30,91;0;0;0;0,49408
20191108:1110;655640;786,04;31;0;0;0;0,65564
20191108:1210;637600;760,79;27,92;0;0;0;0,6376
20191108:1310;68870;93,3;22,11;0;0;0;0,06887
20191108:1410;6020;16,63;14,24;0;0;0;0,00602
20191108:1510;16490;31,85;4,93;0;0;0;0,01649
20191108:1610;0;0;0;0;0;0;0
20191108:1710;0;0;0;0;0;0;0
20191108:1810;0;0;0;0;0;0;0
20191108:1910;0;0;0;0;0;0;0
20191108:2010;0;0;0;0;0;0;0
20191108:2110;0;0;0;0;0;0;0
20191108:2210;0;0;0;0;0;0;0
20191108:2310;0;0;0;0;0;0;0
20191109:0010;0;0;0;0;0;0;0
20191109:0110;0;0;0;0;0;0;0
20191109:0210;0;0;0;0;0;0;0
20191109:0310;0;0;0;0;0;0;0
20191109:0410;0;0;0;0;0;0;0
20191109:0510;0;0;0;0;0;0;0
20191109:0610;19320;36,04;4,19;0;0;0;0,01932
20191109:0710;36800;56,35;13,55;0;0;0;0,0368
20191109:0810;171920;206,49;21,49;0;0;0;0,17192
20191109:0910;150090;183,27;27,4;0;0;0;0,15009
20191109:1010;58290;81,29;30,62;0;0;0;0,05829
20191109:1110;254260;298,31;30,71;0;0;0;0,25426
20191109:1210;508480;595,14;27,65;0;0;0;0,50848
20191109:1310;36800;56,35;21,87;0;0;0;0,0368
20191109:1410;11100;24,02;14,03;0;0;0;0,0111
20191109:1510;71120;100,68;4,73;0;0;0;0,07112
20191109:1610;0;0;0;0;0;0;0
20191109:1710;0;0;0;0;0;0;0
20191109:1810;0;0;0;0;0;0;0
20191109:1910;0;0;0;0;0;0;0
20191109:2010;0;0;0;0;0;0;0
20191109:2110;0;0;0;0;0;0;0
20191109:2210;0;0;0;0;0;0;0
20191109:2310;0;0;0;0;0;0;0
20191110:0010;0;0;0;0;0;0;0
20191110:0110;0;0;0;0;0;0;0
20191110:0210;0;0;0;0;0;0;0
20191110:0310;0;0;0;0;0;0;0
20191110:0410;0;0;0;0;0;0;0
20191110:0510;0;0;0;0;0;0;0
20191110:0610;14700;29,7;3,96;0;0;0;0,0147
20191110:0710;135580;166,94;13,3;0;0;0;0,13558
20191110:0810;284710;331,1;21,22;0;0;0;0,28471
20191110:0910;55060;77,59;27,12;0;0;0;0,05506
20191110:1010;152160;185,77;30,34;0;0;0;0,15216
20191110:1110;717440;870,87;30,43;0;0;0;0,71744
20191110:1210;660300;791,28;27,39;0;0;0;0,6603
20191110:1310;542700;637,44;21,64;0;0;0;0,5427
20191110:1410;358010;417,81;13,82;0;0;0;0,35801
20191110:1510;79320;110,75;4,55;0;0;0;0,07932
20191110:1610;0;0;0;0;0;0;0
20191110:1710;0;0;0;0;0;0;0
20191110:1810;0;0;0;0;0;0;0
20191110:1910;0;0;0;0;0;0;0
20191110:2010;0;0;0;0;0;0;0
20191110:2110;0;0;0;0;0;0;0
20191110:2210;0;0;0;0;0;0;0
20191110:2310;0;0;0;0;0;0;0
20191111:0010;0;0;0;0;0;0;0
20191111:0110;0;0;0;0;0;0;0
20191111:0210;0;0;0;0;0;0;0
20191111:0310;0;0;0;0;0;0;0
20191111:0410;0;0;0;0;0;0;0
20191111:0510;0;0;0;0;0;0;0
20191111:0610;31070;52,04;3,74;0;0;0;0,03107
20191111:0710;228300;269,61;13,06;0;0;0;0,2283
20191111:0810;472160;549,86;20,96;0;0;0;0,47216
20191111:0910;342840;397,6;26,84;0;0;0;0,34284
20191111:1010;653500;782,97;30,06;0;0;0;0,6535
20191111:1110;614200;730,78;30,16;0;0;0;0,6142
20191111:1210;185130;221,58;27,13;0;0;0;0,18513
20191111:1310;363860;421,27;21,41;0;0;0;0,36386
20191111:1410;0;0;0;0;0;0;0
20191111:1510;49550;74,56;4,37;0;0;0;0,04955
20191111:1610;0;0;0;0;0;0;0
20191111:1710;0;0;0;0;0;0;0
20191111:1810;0;0;0;0;0;0;0
20191111:1910;0;0;0;0;0;0;0
20191111:2010;0;0;0;0;0;0;0
20191111:2110;0;0;0;0;0;0;0
20191111:2210;0;0;0;0;0;0;0
20191111:2310;0;0;0;0;0;0;0
20191112:0010;0;0;0;0;0;0;0
20191112:0110;0;0;0;0;0;0;0
20191112:0210;0;0;0;0;0;0;0
20191112:0310;0;0;0;0;0;0;0
20191112:0410;0;0;0;0;0;0;0
20191112:0510;0;0;0;0;0;0;0
20191112:0610;1210;8,31;3,51;0;0;0;0,00121
20191112:0710;77380;102,67;12,82;0;0;0;0,07738
20191112:0810;32160;50,8;20,71;0;0;0;0,03216
20191112:0910;19450;35,1;26,57;0;0;0;0,01945
20191112:1010;124630;155,44;29,78;0;0;0;0,12463
20191112:1110;72960;97,91;29,89;0;0;0;0,07296
20191112:1210;118380;148,43;26,88;0;0;0;0,11838
20191112:1310;141250;173,01;21,18;0;0;0;0,14125
20191112:1410;75130;100,13;13,42;0;0;0;0,07513
20191112:1510;41040;64,11;4,19;0;0;0;0,04104
20191112:1610;0;0;0;0;0;0;0
20191112:1710;0;0;0;0;0;0;0
20191112:1810;0;0;0;0;0;0;0
20191112:1910;0;0;0;0;0;0;0
20191112:2010;0;0;0;0;0;0;0
