time;P;G(i);H_sun;T2m;WS10m;Int;capacity factor
20190125:0110;0;0;0;0;0;0;0
20190125:0210;0;0;0;0;0;0;0
20190125:0310;0;0;0;0;0;0;0
20190125:0410;0;0;0;0;0;0;0
20190125:0510;0;0;0;0;0;0;0
20190125:0610;0;0;0;0;0;0;0
20190125:0710;212400;257,02;7,65;0;0;0;0,2124
20190125:0810;69580;93,98;16,16;0;0;0;0,06958
20190125:0910;152450;185,44;22,94;0;0;0;0,15245
20190125:1010;90270;117,31;27,37;0;0;0;0,09027
20190125:1110;158690;192,79;28,91;0;0;0;0,15869
20190125:1210;51040;72,97;27,35;0;0;0;0,05104
20190125:1310;86140;112,69;22,91;0;0;0;0,08614
20190125:1410;155350;188,06;16,12;0;0;0;0,15535
20190125:1510;58350;81,94;7,6;0;0;0;0,05835
20190125:1610;0;0;0;0;0;0;0
20190125:1710;0;0;0;0;0;0;0
20190125:1810;0;0;0;0;0;0;0
20190125:1910;0;0;0;0;0;0;0
20190125:2010;0;0;0;0;0;0;0
20190125:2110;0;0;0;0;0;0;0
20190125:2210;0;0;0;0;0;0;0
20190125:2310;0;0;0;0;0;0;0
20190126:0010;0;0;0;0;0;0;0
20190126:0110;0;0;0;0;0;0;0
20190126:0210;0;0;0;0;0;0;0
20190126:0310;0;0;0;0;0;0;0
20190126:0410;0;0;0;0;0;0;0
20190126:0510;0;0;0;0;0;0;0
20190126:0610;0;0;0;0;0;0;0
20190126:0710;222830;269,01;7,81;0;0;0;0,22283
20190126:0810;414310;481,35;16,34;0;0;0;0,41431
20190126:0910;535170;627,83;23,14;0;0;0;0,53517
20190126:1010;416230;483,45;27,6;0;0;0;0,41623
20190126:1110;699940;846,35;29,16;0;0;0;0,69994
20190126:1210;510360;597,64;27,61;0;0;0;0,51036
20190126:1310;602420;713,68;23,16;0;0;0;0,60242
20190126:1410;388850;451,17;16,36;0;0;0;0,38885
20190126:1510;142260;177,14;7,83;0;0;0;0,14226
20190126:1610;0;0;0;0;0;0;0
20190126:1710;0;0;0;0;0;0;0
20190126:1810;0;0;0;0;0;0;0
20190126:1910;0;0;0;0;0;0;0
20190126:2010;0;0;0;0;0;0;0
20190126:2110;0;0;0;0;0;0;0
20190126:2210;0;0;0;0;0;0;0
20190126:2310;0;0;0;0;0;0;0
20190127:0010;0;0;0;0;0;0;0
20190127:0110;0;0;0;0;0;0;0
20190127:0210;0;0;0;0;0;0;0
20190127:0310;0;0;0;0;0;0;0
20190127:0410;0;0;0;0;0;0;0
20190127:0510;0;0;0;0;0;0;0
20190127:0610;0;0;0;0;0;0;0
20190127:0710;163540;201,13;7,97;0;0;0;0,16354
20190127:0810;368180;427,03;16,53;0;0;0;0,36818
20190127:0910;412170;478,04;23,36;0;0;0;0,41217
20190127:1010;372400;432,13;27,84;0;0;0;0,3724
20190127:1110;602250;715,39;29,42;0;0;0;0,60225
20190127:1210;550990;648,88;27,87;0;0;0;0,55099
20190127:1310;253630;296,57;23,41;0;0;0;0,25363
20190127:1410;66300;90,33;16,6;0;0;0;0,0663
20190127:1510;39020;59,2;8,06;0;0;0;0,03902
20190127:1610;0;0;0;0;0;0;0
20190127:1710;0;0;0;0;0;0;0
20190127:1810;0;0;0;0;0;0;0
20190127:1910;0;0;0;0;0;0;0
20190127:2010;0;0;0;0;0;0;0
20190127:2110;0;0;0;0;0;0;0
20190127:2210;0;0;0;0;0;0;0
20190127:2310;0;0;0;0;0;0;0
20190128:0010;0;0;0;0;0;0;0
20190128:0110;0;0;0;0;0;0;0
20190128:0210;0;0;0;0;0;0;0
20190128:0310;0;0;0;0;0;0;0
20190128:0410;0;0;0;0;0;0;0
20190128:0510;0;0;0;0;0;0;0
20190128:0610;0;0;0;0;0;0;0
20190128:0710;181810;221,84;8,13;0;0;0;0,18181
20190128:0810;473500;552,89;16,72;0;0;0;0,4735
20190128:0910;386860;448,27;23,57;0;0;0;0,38686
20190128:1010;710890;861,12;28,08;0;0;0;0,71089
20190128:1110;724310;880,71;29,68;0;0;0;0,72431
20190128:1210;682800;822,48;28,13;0;0;0;0,6828
20190128:1310;558800;657,95;23,67;0;0;0;0,5588
20190128:1410;55060;77,59;16,85;0;0;0;0,05506
20190128:1510;68510;93,47;8,29;0;0;0;0,06851
20190128:1610;0;0;0;0;0;0;0
20190128:1710;0;0;0;0;0;0;0
20190128:1810;0;0;0;0;0;0;0
20190128:1910;0;0;0;0;0;0;0
20190128:2010;0;0;0;0;0;0;0
20190128:2110;0;0;0;0;0;0;0
20190128:2210;0;0;0;0;0;0;0
20190128:2310;0;0;0;0;0;0;0
20190129:0010;0;0;0;0;0;0;0
20190129:0110;0;0;0;0;0;0;0
20190129:0210;0;0;0;0;0;0;0
20190129:0310;0;0;0;0;0;0;0
20190129:0410;0;0;0;0;0;0;0
20190129:0510;0;0;0;0;0;0;0
20190129:0610;0;0;0;0;0;0;0
20190129:0710;68230;93,18;8,3;0;0;0;0,06823
20190129:0810;138790;170,09;16,91;0;0;0;0,13879
20190129:0910;189820;226,33;23,8;0;0;0;0,18982
20190129:1010;183810;220,3;28,33;0;0;0;0,18381
20190129:1110;78720;104,38;29,94;0;0;0;0,07872
20190129:1210;57480;80,36;28,4;0;0;0;0,05748
20190129:1310;38360;58,19;23,93;0;0;0;0,03836
20190129:1410;26840;44,34;17,1;0;0;0;0,02684
20190129:1510;6630;17,55;8,52;0;0;0;0,00663
20190129:1610;0;0;0;0;0;0;0
20190129:1710;0;0;0;0;0;0;0
20190129:1810;0;0;0;0;0;0;0
20190129:1910;0;0;0;0;0;0;0
20190129:2010;0;0;0;0;0;0;0
20190129:2110;0;0;0;0;0;0;0
20190129:2210;0;0;0;0;0;0;0
20190129:2310;0;0;0;0;0;0;0
20190130:0010;0;0;0;0;0;0;0
20190130:0110;0;0;0;0;0;0;0
20190130:0210;0;0;0;0;0;0;0
20190130:0310;0;0;0;0;0;0;0
20190130:0410;0;0;0;0;0;0;0
20190130:0510;0;0;0;0;0;0;0
20190130:0610;0;0;0;0;0;0;0
20190130:0710;246360;296,07;8,48;0;0;0;0,24636
20190130:0810;442010;514,63;17,11;0;0;0;0,44201
20190130:0910;529350;620,83;24,03;0;0;0;0,52935
20190130:1010;502220;587,91;28,58;0;0;0;0,50222
20190130:1110;333630;387,89;30,22;0;0;0;0,33363
20190130:1210;129980;161,3;28,68;0;0;0;0,12998
20190130:1310;200750;238,39;24,2;0;0;0;0,20075
20190130:1410;47050;68,36;17,35;0;0;0;0,04705
20190130:1510;23110;39,72;8,76;0;0;0;0,02311
20190130:1610;0;0;0;0;0;0;0
20190130:1710;0;0;0;0;0;0;0
20190130:1810;0;0;0;0;0;0;0
20190130:1910;0;0;0;0;0;0;0
20190130:2010;0;0;0;0;0;0;0
20190130:2110;0;0;0;0;0;0;0
20190130:2210;0;0;0;0;0;0;0
20190130:2310;0;0;0;0;0;0;0
20190131:0010;0;0;0;0;0;0;0
20190131:0110;0;0;0;0;0;0;0
20190131:0210;0;0;0;0;0;0;0
20190131:0310;0;0;0;0;0;0;0
20190131:0410;0;0;0;0;0;0;0
20190131:0510;0;0;0;0;0;0;0
20190131:0610;0;0;0;0;0;0;0
20190131:0710;213250;257,62;8,66;0;0;0;0,21325
20190131:0810;396000;459,81;17,32;0;0;0;0,396
20190131:0910;602330;714,26;24,26;0;0;0;0,60233
20190131:1010;734380;894,32;28,85;0;0;0;0,73438
20190131:1110;748760;915,7;30,49;0;0;0;0,74876
20190131:1210;725830;882,48;28,96;0;0;0;0,72583
20190131:1310;661560;792,41;24,47;0;0;0;0,66156
20190131:1410;490130;573,22;17,6;0;0;0;0,49013
20190131:1510;248670;298;9;0;0;0;0,24867
20190131:1610;0;0;0;0;0;0;0
20190131:1710;0;0;0;0;0;0;0
20190131:1810;0;0;0;0;0;0;0
20190131:1910;0;0;0;0;0;0;0
20190131:2010;0;0;0;0;0;0;0
20190131:2110;0;0;0;0;0;0;0
20190131:2210;0;0;0;0;0;0;0
20190131:2310;0;0;0;0;0;0;0
20190201:0010;0;0;0;0;0;0;0
20190201:0110;0;0;0;0;0;0;0
20190201:0210;0;0;0;0;0;0;0
20190201:0310;0;0;0;0;0;0;0
20190201:0410;0;0;0;0;0;0;0
20190201:0510;0;0;0;0;0;0;0
20190201:0610;0;0;0;0;0;0;0
20190201:0710;145580;180,63;8,85;0;0;0;0,14558
20190201:0810;72500;97,28;17,54;0;0;0;0,0725
20190201:0910;158750;192,41;24,5;0;0;0;0,15875
20190201:1010;346460;402,16;29,11;0;0;0;0,34646
20190201:1110;53450;75,75;30,77;0;0;0;0,05345
20190201:1210;69690;94,22;29,24;0;0;0;0,06969
20190201:1310;39150;59,12;24,75;0;0;0;0,03915
20190201:1410;20180;36,03;17,86;0;0;0;0,02018
20190201:1510;9130;21,25;9,24;0;0;0;0,00913
20190201:1610;0;0;0;0;0;0;0
20190201:1710;0;0;0;0;0;0;0
20190201:1810;0;0;0;0;0;0;0
20190201:1910;0;0;0;0;0;0;0
20190201:2010;0;0;0;0;0;0;0
20190201:2110;0;0;0;0;0;0;0
20190201:2210;0;0;0;0;0;0;0
20190201:2310;0;0;0;0;0;0;0
20190202:0010;0;0;0;0;0;0;0
20190202:0110;0;0;0;0;0;0;0
20190202:0210;0;0;0;0;0;0;0
20190202:0310;0;0;0;0;0;0;0
20190202:0410;0;0;0;0;0;0;0
20190202:0510;0;0;0;0;0;0;0
20190202:0610;0;0;0;0;0;0;0
20190202:0710;64760;89,13;9,04;0;0;0;0,06476
20190202:0810;101860;129,77;17,75;0;0;0;0,10186
20190202:0910;251160;293,94;24,75;0;0;0;0,25116
20190202:1010;167110;202,05;29,38;0;0;0;0,16711
20190202:1110;288600;336,8;31,06;0;0;0;0,2886
20190202:1210;424340;493,38;29,53;0;0;0;0,42434
20190202:1310;542250;636,84;25,02;0;0;0;0,54225
20190202:1410;436760;507,95;18,12;0;0;0;0,43676
20190202:1510;161280;197,85;9,48;0;0;0;0,16128
20190202:1610;0;0;0;0;0;0;0
20190202:1710;0;0;0;0;0;0;0
20190202:1810;0;0;0;0;0;0;0
20190202:1910;0;0;0;0;0;0;0
20190202:2010;0;0;0;0;0;0;0
20190202:2110;0;0;0;0;0;0;0
20190202:2210;0;0;0;0;0;0;0
20190202:2310;0;0;0;0;0;0;0
20190203:0010;0;0;0;0;0;0;0
20190203:0110;0;0;0;0;0;0;0
20190203:0210;0;0;0;0;0;0;0
20190203:0310;0;0;0;0;0;0;0
20190203:0410;0;0;0;0;0;0;0
20190203:0510;0;0;0;0;0;0;0
20190203:0610;0;0;0;0;0;0;0
20190203:0710;252450;302,87;9,24;0;0;0;0,25245
20190203:0810;445970;519,34;17,98;0;0;0;0,44597
20190203:0910;544320;639,65;25;0;0;0;0,54432
20190203:1010;360200;418,26;29,66;0;0;0;0,3602
20190203:1110;436790;508,78;31,35;0;0;0;0,43679
20190203:1210;672230;808,32;29,82;0;0;0;0,67223
20190203:1310;495610;578,98;25,3;0;0;0;0,49561
20190203:1410;209550;247,61;18,38;0;0;0;0,20955
20190203:1510;64730;88,93;9,72;0;0;0;0,06473
20190203:1610;0;0;0;0;0;0;0
20190203:1710;0;0;0;0;0;0;0
20190203:1810;0;0;0;0;0;0;0
20190203:1910;0;0;0;0;0;0;0
20190203:2010;0;0;0;0;0;0;0
20190203:2110;0;0;0;0;0;0;0
20190203:2210;0;0;0;0;0;0;0
20190203:2310;0;0;0;0;0;0;0
20190204:0010;0;0;0;0;0;0;0
20190204:0110;0;0;0;0;0;0;0
20190204:0210;0;0;0;0;0;0;0
20190204:0310;0;0;0;0;0;0;0
20190204:0410;0;0;0;0;0;0;0
20190204:0510;0;0;0;0;0;0;0
20190204:0610;0;0;0;0;0;0;0
20190204:0710;52290;74,68;9,45;0;0;0;0,05229
20190204:0810;64460;88,25;18,21;0;0;0;0,06446
20190204:0910;279870;326,05;25,26;0;0;0;0,27987
20190204:1010;528830;621,01;29,94;0;0;0;0,52883
20190204:1110;35250;54,5;31,65;0;0;0;0,03525
20190204:1210;70510;95,14;30,12;0;0;0;0,07051
20190204:1310;38360;58,19;25,59;0;0;0;0,03836
20190204:1410;34470;53,58;18,65;0;0;0;0,03447
20190204:1510;21640;37,87;9,97;0;0;0;0,02164
20190204:1610;0;0;0;0;0;0;0
20190204:1710;0;0;0;0;0;0;0
20190204:1810;0;0;0;0;0;0;0
20190204:1910;0;0;0;0;0;0;0
20190204:2010;0;0;0;0;0;0;0
20190204:2110;0;0;0;0;0;0;0
20190204:2210;0;0;0;0;0;0;0
20190204:2310;0;0;0;0;0;0;0
20190205:0010;0;0;0;0;0;0;0
20190205:0110;0;0;0;0;0;0;0
20190205:0210;0;0;0;0;0;0;0
20190205:0310;0;0;0;0;0;0;0
20190205:0410;0;0;0;0;0;0;0
20190205:0510;0;0;0;0;0;0;0
20190205:0610;0;0;0;0;0;0;0
20190205:0710;48390;70,12;9,66;0;0;0;0,04839
20190205:0810;89050;115,73;18,44;0;0;0;0,08905
20190205:0910;236540;277,9;25,52;0;0;0;0,23654
20190205:1010;415470;483,02;30,23;0;0;0;0,41547
20190205:1110;177870;214,12;31,95;0;0;0;0,17787
20190205:1210;188650;225,82;30,42;0;0;0;0,18865
20190205:1310;100510;128,65;25,87;0;0;0;0,10051
20190205:1410;132650;163,57;18,92;0;0;0;0,13265
20190205:1510;68790;93,52;10,21;0;0;0;0,06879
20190205:1610;0;0;0;0;0;0;0
20190205:1710;0;0;0;0;0;0;0
20190205:1810;0;0;0;0;0;0;0
20190205:1910;0;0;0;0;0;0;0
20190205:2010;0;0;0;0;0;0;0
20190205:2110;0;0;0;0;0;0;0
20190205:2210;0;0;0;0;0;0;0
20190205:2310;0;0;0;0;0;0;0
20190206:0010;0;0;0;0;0;0;0
20190206:0110;0;0;0;0;0;0;0
20190206:0210;0;0;0;0;0;0;0
20190206:0310;0;0;0;0;0;0;0
20190206:0410;0;0;0;0;0;0;0
20190206:0510;0;0;0;0;0;0;0
20190206:0610;0;0;0;0;0;0;0
20190206:0710;259170;310,41;9,87;0;0;0;0,25917
20190206:0810;464250;541,5;18,68;0;0;0;0,46425
20190206:0910;626070;745,2;25,79;0;0;0;0,62607
20190206:1010;706960;856,14;30,52;0;0;0;0,70696
20190206:1110;759180;930,5;32,26;0;0;0;0,75918
20190206:1210;725460;881,85;30,72;0;0;0;0,72546
20190206:1310;627300;746,91;26,16;0;0;0;0,6273
20190206:1410;483000;564,19;19,19;0;0;0;0,483
20190206:1510;277340;330,42;10,46;0;0;0;0,27734
20190206:1610;0;0;0;0;0;0;0
20190206:1710;0;0;0;0;0;0;0
20190206:1810;0;0;0;0;0;0;0
20190206:1910;0;0;0;0;0;0;0
20190206:2010;0;0;0;0;0;0;0
20190206:2110;0;0;0;0;0;0;0
20190206:2210;0;0;0;0;0;0;0
20190206:2310;0;0;0;0;0;0;0
20190207:0010;0;0;0;0;0;0;0
20190207:0110;0;0;0;0;0;0;0
20190207:0210;0;0;0;0;0;0;0
20190207:0310;0;0;0;0;0;0;0
20190207:0410;0;0;0;0;0;0;0
20190207:0510;0;0;0;0;0;0;0
20190207:0610;0;0;0;0;0;0;0
20190207:0710;179300;218,38;10,1;0;0;0;0,1793
20190207:0810;281490;327,85;18,93;0;0;0;0,28149
20190207:0910;384660;446,19;26,06;0;0;0;0,38466
20190207:1010;391240;454,75;30,82;0;0;0;0,39124
20190207:1110;250880;294,94;32,57;0;0;0;0,25088
20190207:1210;564040;666,31;31,03;0;0;0;0,56404
20190207:1310;655820;784,88;26,46;0;0;0;0,65582
20190207:1410;497220;581,78;19,46;0;0;0;0,49722
20190207:1510;281700;335,34;10,71;0;0;0;0,2817
20190207:1610;0;0;0;0;0;0;0
20190207:1710;0;0;0;0;0;0;0
20190207:1810;0;0;0;0;0;0;0
20190207:1910;0;0;0;0;0;0;0
20190207:2010;0;0;0;0;0;0;0
20190207:2110;0;0;0;0;0;0;0
20190207:2210;0;0;0;0;0;0;0
20190207:2310;0;0;0;0;0;0;0
20190208:0010;0;0;0;0;0;0;0
20190208:0110;0;0;0;0;0;0;0
20190208:0210;0;0;0;0;0;0;0
20190208:0310;0;0;0;0;0;0;0
20190208:0410;0;0;0;0;0;0;0
20190208:0510;0;0;0;0;0;0;0
20190208:0610;0;0;0;0;0;0;0
20190208:0710;85460;112,51;10,32;0;0;0;0,08546
20190208:0810;179320;214,6;19,18;0;0;0;0,17932
20190208:0910;275960;321,97;26,34;0;0;0;0,27596
20190208:1010;207440;246,65;31,12;0;0;0;0,20744
20190208:1110;322950;376,19;32,88;0;0;0;0,32295
20190208:1210;352080;409,3;31,34;0;0;0;0,35208
20190208:1310;401050;465,48;26,75;0;0;0;0,40105
20190208:1410;232960;273,63;19,73;0;0;0;0,23296
20190208:1510;136360;169,36;10,96;0;0;0;0,13636
20190208:1610;0;0;0;0;0;0;0
20190208:1710;0;0;0;0;0;0;0
20190208:1810;0;0;0;0;0;0;0
20190208:1910;0;0;0;0;0;0;0
20190208:2010;0;0;0;0;0;0;0
20190208:2110;0;0;0;0;0;0;0
20190208:2210;0;0;0;0;0;0;0
20190208:2310;0;0;0;0;0;0;0
20190209:0010;0;0;0;0;0;0;0
20190209:0110;0;0;0;0;0;0;0
20190209:0210;0;0;0;0;0;0;0
20190209:0310;0;0;0;0;0;0;0
20190209:0410;0;0;0;0;0;0;0
20190209:0510;0;0;0;0;0;0;0
20190209:0610;0;0;0;0;0;0;0
20190209:0710;261570;312,84;10,55;0;0;0;0,26157
20190209:0810;380020;441;19,44;0;0;0;0,38002
20190209:0910;643170;768,1;26,63;0;0;0;0,64317
20190209:1010;708290;858,45;31,43;0;0;0;0,70829
20190209:1110;761060;933,78;33,2;0;0;0;0,76106
20190209:1210;748890;915,37;31,66;0;0;0;0,74889
20190209:1310;650380;777,76;27,05;0;0;0;0,65038
20190209:1410;505370;591,78;20;0;0;0;0,50537
20190209:1510;287300;341,59;11,22;0;0;0;0,2873
20190209:1610;0;0;0;0;0;0;0
20190209:1710;0;0;0;0;0;0;0
20190209:1810;0;0;0;0;0;0;0
20190209:1910;0;0;0;0;0;0;0
20190209:2010;0;0;0;0;0;0;0
20190209:2110;0;0;0;0;0;0;0
20190209:2210;0;0;0;0;0;0;0
20190209:2310;0;0;0;0;0;0;0
20190210:0010;0;0;0;0;0;0;0
20190210:0110;0;0;0;0;0;0;0
20190210:0210;0;0;0;0;0;0;0
20190210:0310;0;0;0;0;0;0;0
20190210:0410;0;0;0;0;0;0;0
20190210:0510;0;0;0;0;0;0;0
20190210:0610;0;0;0;0;0;0;0
20190210:0710;262490;313,8;10,79;0;0;0;0,26249
20190210:0810;476780;556,76;19,7;0;0;0;0,47678
20190210:0910;627850;747,7;26,91;0;0;0;0,62785
20190210:1010;601210;714,24;31,74;0;0;0;0,60121
20190210:1110;739360;902,68;33,53;0;0;0;0,73936
20190210:1210;469040;547,84;31,98;0;0;0;0,46904
20190210:1310;609970;724,35;27,35;0;0;0;0,60997
20190210:1410;458160;533,86;20,28;0;0;0;0,45816
20190210:1510;197210;237,69;11,47;0;0;0;0,19721
20190210:1610;0;0;0;0;0;0;0
20190210:1710;0;0;0;0;0;0;0
20190210:1810;0;0;0;0;0;0;0
20190210:1910;0;0;0;0;0;0;0
20190210:2010;0;0;0;0;0;0;0
20190210:2110;0;0;0;0;0;0;0
20190210:2210;0;0;0;0;0;0;0
20190210:2310;0;0;0;0;0;0;0
20190211:0010;0;0;0;0;0;0;0
20190211:0110;0;0;0;0;0;0;0
20190211:0210;0;0;0;0;0;0;0
20190211:0310;0;0;0;0;0;0;0
20190211:0410;0;0;0;0;0;0;0
20190211:0510;0;0;0;0;0;0;0
20190211:0610;0;0;0;0;0;0;0
20190211:0710;268470;320,71;11,03;0;0;0;0,26847
20190211:0810;347350;402,95;19,96;0;0;0;0,34735
20190211:0910;27590;45,26;27,21;0;0;0;0,02759
20190211:1010;29110;47,11;32,06;0;0;0;0,02911
20190211:1110;28350;46,19;33,85;0;0;0;0,02835
20190211:1210;41500;61,89;32,3;0;0;0;0,0415
20190211:1310;39930;60,04;27,65;0;0;0;0,03993
20190211:1410;35250;54,5;20,56;0;0;0;0,03525
20190211:1510;61020;84,53;11,72;0;0;0;0,06102
20190211:1610;0;0;0;0;0;0;0
20190211:1710;0;0;0;0;0;0;0
20190211:1810;0;0;0;0;0;0;0
20190211:1910;0;0;0;0;0;0;0
20190211:2010;0;0;0;0;0;0;0
20190211:2110;0;0;0;0;0;0;0
20190211:2210;0;0;0;0;0;0;0
20190211:2310;0;0;0;0;0;0;0
20190212:0010;0;0;0;0;0;0;0
20190212:0110;0;0;0;0;0;0;0
20190212:0210;0;0;0;0;0;0;0
20190212:0310;0;0;0;0;0;0;0
20190212:0410;0;0;0;0;0;0;0
20190212:0510;0;0;0;0;0;0;0
20190212:0610;0;0;0;0;0;0;0
20190212:0710;299690;357,28;11,27;0;0;0;0,29969
20190212:0810;512320;600,96;20,23;0;0;0;0,51232
20190212:0910;659380;790,33;27,51;0;0;0;0,65938
20190212:1010;756270;926,6;32,38;0;0;0;0,75627
20190212:1110;727770;887,37;34,18;0;0;0;0,72777
20190212:1210;371240;431,92;32,62;0;0;0;0,37124
20190212:1310;682450;821,57;27,95;0;0;0;0,68245
20190212:1410;258220;301,93;20,83;0;0;0;0,25822
20190212:1510;122620;153,77;11,98;0;0;0;0,12262
20190212:1610;0;0;0;0;0;0;0
20190212:1710;0;0;0;0;0;0;0
20190212:1810;0;0;0;0;0;0;0
20190212:1910;0;0;0;0;0;0;0
20190212:2010;0;0;0;0;0;0;0
20190212:2110;0;0;0;0;0;0;0
20190212:2210;0;0;0;0;0;0;0
20190212:2310;0;0;0;0;0;0;0
20190213:0010;0;0;0;0;0;0;0
20190213:0110;0;0;0;0;0;0;0
20190213:0210;0;0;0;0;0;0;0
20190213:0310;0;0;0;0;0;0;0
20190213:0410;0;0;0;0;0;0;0
20190213:0510;0;0;0;0;0;0;0
20190213:0610;0;0;0;0;0;0;0
20190213:0710;231870;277,84;11,52;0;0;0;0,23187
20190213:0810;421480;490,26;20,51;0;0;0;0,42148
20190213:0910;651780;780,23;27,81;0;0;0;0,65178
20190213:1010;737170;899,64;32,7;0;0;0;0,73717
20190213:1110;717640;873,2;34,52;0;0;0;0,71764
20190213:1210;529130;622,71;32,95;0;0;0;0,52913
20190213:1310;597330;708,62;28,26;0;0;0;0,59733
20190213:1410;437040;508,69;21,11;0;0;0;0,43704
20190213:1510;90970;118,34;12,23;0;0;0;0,09097
20190213:1610;0;0;0;0;0;0;0
20190213:1710;0;0;0;0;0;0;0
20190213:1810;0;0;0;0;0;0;0
20190213:1910;0;0;0;0;0;0;0
20190213:2010;0;0;0;0;0;0;0
20190213:2110;0;0;0;0;0;0;0
20190213:2210;0;0;0;0;0;0;0
20190213:2310;0;0;0;0;0;0;0
20190214:0010;0;0;0;0;0;0;0
20190214:0110;0;0;0;0;0;0;0
20190214:0210;0;0;0;0;0;0;0
20190214:0310;0;0;0;0;0;0;0
20190214:0410;0;0;0;0;0;0;0
20190214:0510;0;0;0;0;0;0;0
20190214:0610;0;0;0;0;0;0;0
20190214:0710;94810;122,86;11,78;0;0;0;0,09481
20190214:0810;315450;366,51;20,79;0;0;0;0,31545
20190214:0910;550660;648,39;28,11;0;0;0;0,55066
20190214:1010;546450;644,32;33,03;0;0;0;0,54645
20190214:1110;498820;585,17;34,86;0;0;0;0,49882
20190214:1210;388210;451,7;33,28;0;0;0;0,38821
20190214:1310;376170;436,76;28,57;0;0;0;0,37617
20190214:1410;381850;443,11;21,4;0;0;0;0,38185
20190214:1510;295270;350,25;12,49;0;0;0;0,29527
20190214:1610;0;0;0;0;0;0;0
20190214:1710;0;0;0;0;0;0;0
20190214:1810;0;0;0;0;0;0;0
20190214:1910;0;0;0;0;0;0;0
20190214:2010;0;0;0;0;0;0;0
20190214:2110;0;0;0;0;0;0;0
20190214:2210;0;0;0;0;0;0;0
20190214:2310;0;0;0;0;0;0;0
20190215:0010;0;0;0;0;0;0;0
20190215:0110;0;0;0;0;0;0;0
20190215:0210;0;0;0;0;0;0;0
20190215:0310;0;0;0;0;0;0;0
20190215:0410;0;0;0;0;0;0;0
20190215:0510;0;0;0;0;0;0;0
20190215:0610;0;0;0;0;0;0;0
20190215:0710;123190;154,67;12,04;0;0;0;0,12319
20190215:0810;302470;351,72;21,07;0;0;0;0,30247
20190215:0910;646050;772,03;28,42;0;0;0;0,64605
20190215:1010;283160;331,19;33,36;0;0;0;0,28316
20190215:1110;172150;208,04;35,2;0;0;0;0,17215
20190215:1210;77070;102,53;33,61;0;0;0;0,07707
20190215:1310;157240;191,26;28,88;0;0;0;0,15724
20190215:1410;525300;616,44;21,68;0;0;0;0,5253
20190215:1510;298410;353,82;12,74;0;0;0;0,29841
20190215:1610;4090;14,48;2,68;0;0;0;0,00409
20190215:1710;0;0;0;0;0;0;0
20190215:1810;0;0;0;0;0;0;0
20190215:1910;0;0;0;0;0;0;0
20190215:2010;0;0;0;0;0;0;0
20190215:2110;0;0;0;0;0;0;0
20190215:2210;0;0;0;0;0;0;0
20190215:2310;0;0;0;0;0;0;0
20190216:0010;0;0;0;0;0;0;0
20190216:0110;0;0;0;0;0;0;0
20190216:0210;0;0;0;0;0;0;0
20190216:0310;0;0;0;0;0;0;0
20190216:0410;0;0;0;0;0;0;0
20190216:0510;0;0;0;0;0;0;0
20190216:0610;0;0;0;0;0;0;0
20190216:0710;277160;330,1;12,3;0;0;0;0,27716
20190216:0810;518460;608,48;21,36;0;0;0;0,51846
20190216:0910;675180;811,73;28,74;0;0;0;0,67518
20190216:1010;761340;934,09;33,7;0;0;0;0,76134
20190216:1110;770990;949,19;35,55;0;0;0;0,77099
20190216:1210;689810;834,03;33,95;0;0;0;0,68981
20190216:1310;617080;734,5;29,19;0;0;0;0,61708
20190216:1410;535160;629,15;21,96;0;0;0;0,53516
20190216:1510;308640;365,72;13;0;0;0;0,30864
20190216:1610;5050;15,95;2,92;0;0;0;0,00505
20190216:1710;0;0;0;0;0;0;0
20190216:1810;0;0;0;0;0;0;0
20190216:1910;0;0;0;0;0;0;0
20190216:2010;0;0;0;0;0;0;0
20190216:2110;0;0;0;0;0;0;0
20190216:2210;0;0;0;0;0;0;0
20190216:2310;0;0;0;0;0;0;0
20190217:0010;0;0;0;0;0;0;0
20190217:0110;0;0;0;0;0;0;0
20190217:0210;0;0;0;0;0;0;0
20190217:0310;0;0;0;0;0;0;0
20190217:0410;0;0;0;0;0;0;0
20190217:0510;0;0;0;0;0;0;0
20190217:0610;0;0;0;0;0;0;0
20190217:0710;309180;367,77;12,57;0;0;0;0,30918
20190217:0810;521180;611,85;21,65;0;0;0;0,52118
20190217:0910;677100;814,36;29,06;0;0;0;0,6771
20190217:1010;767910;943,51;34,04;0;0;0;0,76791
20190217:1110;823430;1025,85;35,89;0;0;0;0,82343
20190217:1210;786870;970,97;34,29;0;0;0;0,78687
20190217:1310;690030;832,1;29,5;0;0;0;0,69003
20190217:1410;533630;627,23;22,24;0;0;0;0,53363
20190217:1510;309280;366,36;13,26;0;0;0;0,30928
20190217:1610;8580;22,02;3,15;0;0;0;0,00858
20190217:1710;0;0;0;0;0;0;0
20190217:1810;0;0;0;0;0;0;0
20190217:1910;0;0;0;0;0;0;0
20190217:2010;0;0;0;0;0;0;0
20190217:2110;0;0;0;0;0;0;0
20190217:2210;0;0;0;0;0;0;0
20190217:2310;0;0;0;0;0;0;0
20190218:0010;0;0;0;0;0;0;0
20190218:0110;0;0;0;0;0;0;0
20190218:0210;0;0;0;0;0;0;0
20190218:0310;0;0;0;0;0;0;0
20190218:0410;0;0;0;0;0;0;0
20190218:0510;0;0;0;0;0;0;0
20190218:0610;3900;14,21;2,66;0;0;0;0,0039
